id,Группа изделий,ОТУ,Перечни QML и QPL,"λб.с.г·10^6, 1/ч","Кх" 
0,Предохранители,"MIL-PRF-23419, MIL-PRF-15160","QPL-23419, QPL-15160","0,01","0,03"
